id,asset,year,rep_period,time_block_start,time_block_end,flow_1_from_asset,flow_1_to_asset,flow_2_from_asset,flow_2_to_asset,sense,constant,ratio,dual_flows_relationships
4291,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4291,4291,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4292,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4292,4292,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4293,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4293,4293,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4294,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4294,4294,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4295,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4295,4295,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4296,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4296,4296,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4297,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4297,4297,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4298,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4298,4298,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4299,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4299,4299,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4300,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4300,4300,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4301,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4301,4301,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4302,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4302,4302,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4303,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4303,4303,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4304,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4304,4304,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4305,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4305,4305,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4306,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4306,4306,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4307,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4307,4307,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4308,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4308,4308,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4309,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4309,4309,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4310,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4310,4310,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4311,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4311,4311,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4312,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4312,4312,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4313,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4313,4313,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4314,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4314,4314,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4315,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4315,4315,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4316,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4316,4316,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4317,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4317,4317,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4318,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4318,4318,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4319,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4319,4319,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4320,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4320,4320,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4321,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4321,4321,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4322,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4322,4322,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4323,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4323,4323,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4324,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4324,4324,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4325,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4325,4325,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4326,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4326,4326,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4327,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4327,4327,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4328,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4328,4328,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4329,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4329,4329,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4330,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4330,4330,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4331,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4331,4331,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4332,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4332,4332,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4333,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4333,4333,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4334,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4334,4334,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4335,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4335,4335,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4336,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4336,4336,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4337,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4337,4337,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4338,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4338,4338,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4339,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4339,4339,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4340,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4340,4340,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4341,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4341,4341,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4342,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4342,4342,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4343,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4343,4343,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4344,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4344,4344,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4345,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4345,4345,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4346,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4346,4346,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4347,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4347,4347,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4348,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4348,4348,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4349,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4349,4349,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4350,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4350,4350,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4351,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4351,4351,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4352,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4352,4352,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4353,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4353,4353,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4354,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4354,4354,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4355,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4355,4355,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4356,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4356,4356,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4357,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4357,4357,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4358,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4358,4358,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4359,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4359,4359,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4360,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4360,4360,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4361,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4361,4361,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4362,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4362,4362,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4363,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4363,4363,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4364,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4364,4364,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4365,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4365,4365,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4366,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4366,4366,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4367,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4367,4367,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4368,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4368,4368,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4369,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4369,4369,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4370,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4370,4370,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4371,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4371,4371,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4372,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4372,4372,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4373,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4373,4373,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4374,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4374,4374,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4375,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4375,4375,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4376,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4376,4376,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4377,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4377,4377,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4378,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4378,4378,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4379,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4379,4379,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4380,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4380,4380,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4381,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4381,4381,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4382,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4382,4382,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4383,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4383,4383,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4384,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4384,4384,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4385,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4385,4385,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4386,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4386,4386,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4387,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4387,4387,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4388,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4388,4388,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4389,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4389,4389,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4390,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4390,4390,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4391,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4391,4391,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4392,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4392,4392,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4393,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4393,4393,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4394,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4394,4394,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4395,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4395,4395,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4396,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4396,4396,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4397,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4397,4397,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4398,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4398,4398,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4399,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4399,4399,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4400,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4400,4400,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4401,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4401,4401,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4402,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4402,4402,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4403,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4403,4403,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4404,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4404,4404,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4405,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4405,4405,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4406,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4406,4406,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4407,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4407,4407,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4408,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4408,4408,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4409,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4409,4409,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4410,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4410,4410,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4411,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4411,4411,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4412,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4412,4412,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4413,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4413,4413,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4414,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4414,4414,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4415,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4415,4415,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4416,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4416,4416,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4417,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4417,4417,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4418,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4418,4418,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4419,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4419,4419,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4420,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4420,4420,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4421,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4421,4421,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4422,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4422,4422,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4423,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4423,4423,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4424,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4424,4424,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4425,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4425,4425,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4426,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4426,4426,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4427,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4427,4427,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4428,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4428,4428,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4429,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4429,4429,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4430,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4430,4430,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4431,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4431,4431,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4432,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4432,4432,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4433,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4433,4433,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
4434,H2_hub_CH3OH_synthesis_CO2_CH3OH_synthesis,2030,1,4434,4434,H2_hub,CH3OH_synthesis,CO2,CH3OH_synthesis,==,0.0,7.0,914.6612146474799
